,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,1h_ocean,inland,island,near_bay,near_ocean
15092,-116.93,32.81,18.0,2447.0,466.0,1573.0,472.0,26429.0,125400.0,True,False,False,False,False
15093,-116.95,32.82,19.0,5308.0,1058.0,2852.0,1092.0,29161.0,135700.0,True,False,False,False,False
15094,-116.95,32.82,12.0,5535.0,1434.0,3112.0,1262.0,25949.0,108300.0,True,False,False,False,False
15095,-116.95,32.81,31.0,1277.0,293.0,698.0,237.0,31105.999999999996,147700.0,True,False,False,False,False
15096,-116.96,32.81,8.0,2378.0,638.0,1410.0,623.0,29097.0,152500.0,True,False,False,False,False
15097,-116.94,32.82,35.0,1737.0,285.0,826.0,294.0,32411.0,159200.0,True,False,False,False,False
15098,-116.94,32.81,8.0,2517.0,632.0,1686.0,613.0,21360.0,143500.0,True,False,False,False,False
15099,-116.95,32.81,15.0,2619.0,599.0,1513.0,537.0,25430.0,100000.0,True,False,False,False,False
15100,-116.95,32.82,18.0,3038.0,592.0,1904.0,595.0,38024.0,144900.0,True,False,False,False,False
15101,-116.97,32.83,17.0,6659.0,1402.0,3183.0,1378.0,29490.0,117300.0,True,False,False,False,False
15102,-116.99,32.83,20.0,6696.0,1326.0,3687.0,1291.0,31979.000000000004,154600.0,True,False,False,False,False
15103,-116.99,32.85,32.0,5211.0,949.0,3025.0,948.0,40931.0,134200.0,True,False,False,False,False
15104,-116.98,32.85,12.0,3570.0,713.0,3321.0,666.0,40881.99999999999,134500.0,True,False,False,False,False
15105,-117.01,32.83,17.0,15401.0,3280.0,7302.0,3176.0,33067.0,121900.0,True,False,False,False,False
15106,-117.01,32.84,23.0,1951.0,395.0,901.0,378.0,31023.0,143300.0,True,False,False,False,False
15107,-117.02,32.84,17.0,4013.0,673.0,2263.0,661.0,51310.0,148300.0,True,False,False,False,False
15108,-116.96,32.85,11.0,9724.0,1796.0,5247.0,1777.0,41716.0,166100.0,True,False,False,False,False
15109,-116.96,32.86,14.0,3064.0,496.0,1681.0,503.0,44347.0,160300.0,True,False,False,False,False
15110,-116.96,32.87,17.0,4713.0,740.0,2531.0,723.0,48286.0,158500.0,True,False,False,False,False
15111,-116.98,32.88,12.0,7320.0,1279.0,4048.0,1249.0,43952.0,151700.0,True,False,False,False,False
15112,-116.98,32.86,19.0,2121.0,341.0,1236.0,353.0,47717.0,153200.0,True,False,False,False,False
15113,-116.98,32.86,16.0,7718.0,1423.0,4383.0,1394.0,40693.0,146400.0,True,False,False,False,False
15114,-117.0,32.87,18.0,11544.0,1979.0,6296.0,1923.0,44904.0,150400.0,True,False,False,False,False
15115,-117.01,32.85,23.0,2592.0,414.0,1401.0,431.0,54903.00000000001,151400.0,True,False,False,False,False
15116,-117.0,32.85,24.0,1888.0,319.0,950.0,319.0,52820.0,140800.0,True,False,False,False,False
15117,-116.95,32.83,14.0,12517.0,2506.0,6389.0,2333.0,33081.0,168700.0,True,False,False,False,False
15118,-116.95,32.84,31.0,1307.0,266.63974336725386,752.0,231.0,34286.0,129400.0,True,False,False,False,False
15119,-116.93,32.85,15.0,3273.0,895.0,1872.0,842.0,25388.0,119000.0,True,False,False,False,False
15120,-116.93,32.85,5.0,4116.0,990.0,2770.0,905.0,31142.0,150000.0,True,False,False,False,False
15121,-116.94,32.85,31.0,1293.0,232.0,599.0,228.0,47577.99999999999,161000.0,True,False,False,False,False
15122,-116.94,32.84,32.0,1607.0,253.0,778.0,262.0,45278.0,166300.0,True,False,False,False,False
15123,-116.94,32.83,38.0,1701.0,317.0,872.0,304.0,37831.0,147800.0,True,False,False,False,False
15124,-116.88,32.86,9.0,3049.0,471.0,1527.0,515.0,50733.0,196600.0,True,False,False,False,False
15125,-116.86,32.87,17.0,5799.0,921.0,2630.0,843.0,50523.99999999999,285400.0,True,False,False,False,False
15126,-116.84,32.86,16.0,2502.0,532.0,1211.0,494.0,32516.0,202100.0,True,False,False,False,False
15127,-116.89,32.85,16.0,1743.0,333.0,652.0,322.0,28906.0,158300.0,True,False,False,False,False
15128,-116.91,32.87,14.0,3048.0,597.0,1690.0,576.0,43818.0,147100.0,True,False,False,False,False
15129,-116.91,32.86,10.0,3699.0,838.0,2310.0,759.0,25365.000000000004,139500.0,True,False,False,False,False
15130,-116.91,32.86,15.0,3153.0,628.0,1633.0,527.0,36898.0,131000.0,True,False,False,False,False
15131,-116.92,32.86,11.0,2204.0,518.0,1472.0,497.0,23693.0,127000.0,True,False,False,False,False
15132,-116.93,32.83,19.0,3038.0,529.0,1463.0,509.0,39440.0,172500.0,True,False,False,False,False
15133,-116.93,32.83,21.0,1283.0,278.0,684.0,289.0,23203.0,163500.0,True,False,False,False,False
15134,-116.92,32.82,17.0,2492.0,494.0,1278.0,439.0,28875.0,155700.0,True,False,False,False,False
15135,-116.92,32.85,23.0,1378.0,269.0,767.0,266.0,40625.0,145000.0,True,False,False,False,False
15136,-116.92,32.84,16.0,4675.0,834.0,2188.0,817.0,46674.0,178000.0,True,False,False,False,False
15137,-116.91,32.83,16.0,5203.0,1061.458748844546,2515.0,862.0,41050.00000000001,174400.0,True,False,False,False,False
15138,-116.92,32.82,16.0,2784.0,468.0,1458.0,465.0,40048.0,184600.0,True,False,False,False,False
15139,-116.91,32.85,21.0,4152.0,703.0,2255.0,697.0,45096.0,159500.0,True,False,False,False,False
15140,-116.89,32.85,15.0,3560.0,593.0,1757.0,574.0,51185.0,185300.0,True,False,False,False,False
15141,-116.9,32.84,18.0,3612.0,737.0,1864.0,713.0,27069.0,153800.0,True,False,False,False,False
15142,-116.89,32.82,18.0,2515.0,443.0,1442.0,449.0,50201.0,154400.0,True,False,False,False,False
15143,-116.9,32.84,18.0,4215.0,810.0,2104.0,773.0,40873.0,146900.0,True,False,False,False,False
15144,-116.91,32.82,14.0,1978.0,424.0,1085.0,387.0,38073.0,170100.0,True,False,False,False,False
15145,-116.96,32.9,16.0,3047.0,495.0,1507.0,499.0,53008.0,186500.0,True,False,False,False,False
15146,-116.94,32.89,24.0,2541.0,381.0,1078.0,372.0,52542.0,227800.0,True,False,False,False,False
15147,-116.94,32.87,24.0,2824.0,441.0,1480.0,471.0,52614.0,177200.0,True,False,False,False,False
15148,-116.93,32.87,17.0,3722.0,670.0,1561.0,604.0,36027.0,211900.0,True,False,False,False,False
15149,-116.9,32.9,19.0,3090.0,552.0,1621.0,520.0,40805.99999999999,189200.0,True,False,False,False,False
15150,-116.84,32.92,20.0,1066.0,219.0,536.0,173.0,31607.0,119300.0,True,False,False,False,False
15151,-117.05,33.01,19.0,3558.0,588.0,1439.0,578.0,46250.0,211100.0,True,False,False,False,False
15152,-117.05,33.01,17.0,3430.0,425.0,1468.0,433.0,106186.0,429300.0,True,False,False,False,False
15153,-117.04,33.01,28.0,922.0,107.0,314.0,97.0,84721.0,342300.0,True,False,False,False,False
15154,-117.03,33.0,6.0,6139.0,793.0,2693.0,770.0,77569.0,387400.0,True,False,False,False,False
15155,-117.04,32.99,6.0,9518.0,1418.0,4413.0,1275.0,66012.0,314900.0,True,False,False,False,False
15156,-117.04,32.98,16.0,1332.0,196.0,640.0,193.0,60226.0,192900.0,True,False,False,False,False
15157,-117.06,32.99,16.0,1306.0,196.0,713.0,222.0,62683.0,180700.0,True,False,False,False,False
15158,-117.05,32.97,17.0,9911.0,1436.0,4763.0,1414.0,55881.99999999999,194300.0,True,False,False,False,False
15159,-117.05,32.96,18.0,3593.0,661.0,1992.0,626.0,48295.0,165800.0,True,False,False,False,False
15160,-117.04,32.97,13.0,6711.0,1256.0,3683.0,1220.0,45746.0,175700.0,True,False,False,False,False
15161,-117.03,32.97,16.0,3936.0,694.0,1935.0,659.0,45625.0,231200.0,True,False,False,False,False
15162,-117.03,32.96,16.0,3424.0,698.0,1940.0,645.0,41210.00000000001,182100.0,True,False,False,False,False
15163,-116.99,32.96,17.0,5509.0,866.0,2748.0,817.0,48854.0,181300.0,True,False,False,False,False
15164,-117.02,32.95,25.0,1909.0,334.0,1043.0,322.0,37784.0,160100.0,True,False,False,False,False
15165,-117.03,32.95,19.0,4500.0,815.0,2456.0,782.0,45032.0,168900.0,True,False,False,False,False
15166,-117.05,32.95,17.0,3039.0,555.0,1297.0,552.0,39531.0,178600.0,True,False,False,False,False
15167,-117.05,32.95,17.0,4814.0,1091.0,3013.0,1078.0,32369.0,167800.0,True,False,False,False,False
15168,-117.06,33.02,24.0,830.0,190.0,279.0,196.0,19176.0,121100.0,True,False,False,False,False
15169,-117.06,33.01,24.0,2618.0,485.0,726.0,443.0,35192.0,159100.0,True,False,False,False,False
15170,-117.07,33.01,25.0,2120.0,381.0,588.0,359.0,31187.0,169400.0,True,False,False,False,False
15171,-117.07,33.02,17.0,2863.0,665.0,715.0,467.0,26048.0,148200.0,True,False,False,False,False
15172,-117.06,33.04,17.0,1785.0,255.0,667.0,277.0,57382.0,278000.0,True,False,False,False,False
15173,-117.06,33.03,23.0,2023.0,309.0,678.0,340.0,70913.0,265400.0,True,False,False,False,False
15174,-117.07,33.03,14.0,6665.0,1231.0,2026.0,1001.0,50900.0,268500.0,True,False,False,False,False
15175,-117.07,33.03,15.0,1095.0,158.0,361.0,176.0,68099.0,328200.0,True,False,False,False,False
15176,-117.08,33.03,10.0,2296.0,450.0,818.0,405.0,43423.99999999999,160600.0,True,False,False,False,False
15177,-117.07,33.04,4.0,2271.0,578.0,926.0,391.0,36437.0,210100.0,True,False,False,False,False
15178,-117.08,33.03,15.0,3023.0,623.0,1283.0,559.0,33724.0,137900.0,True,False,False,False,False
15179,-117.08,33.03,17.0,987.0,142.0,463.0,152.0,58747.0,229300.0,True,False,False,False,False
15180,-117.08,33.03,18.0,1339.0,284.0,761.0,290.0,53074.0,137200.0,True,False,False,False,False
15181,-117.09,33.03,17.0,2786.0,396.0,1228.0,396.0,64211.0,220700.0,True,False,False,False,False
15182,-117.08,33.04,10.0,2577.0,347.0,1193.0,365.0,65300.0,264100.0,True,False,False,False,False
15183,-117.15,33.02,4.0,15029.0,2279.0,5613.0,1696.0,72731.0,450400.0,False,False,False,False,True
15184,-117.1,32.97,17.0,3167.0,861.0,2098.0,828.0,24459.0,85800.0,True,False,False,False,False
15185,-117.1,32.96,7.0,3619.0,770.0,1134.0,482.0,41279.0,167600.0,True,False,False,False,False
15186,-117.05,33.05,6.0,7916.0,1293.0,2741.0,1204.0,56436.0,278600.0,True,False,False,False,False
15187,-117.05,33.04,12.0,1840.0,254.0,580.0,234.0,67769.0,400000.0,True,False,False,False,False
15188,-117.05,33.03,14.0,5180.0,1051.0,1639.0,991.0,45000.0,222200.0,True,False,False,False,False
15189,-117.05,33.03,16.0,87.0,20.0,32.0,21.0,43571.0,144600.0,True,False,False,False,False
15190,-117.06,33.02,17.0,2635.0,389.0,994.0,359.0,58966.0,261500.0,True,False,False,False,False
15191,-117.05,33.02,18.0,917.0,121.0,388.0,131.0,63517.0,260100.0,True,False,False,False,False
15192,-117.01,33.04,13.0,4595.0,567.0,1643.0,544.0,77684.0,362300.0,True,False,False,False,False
15193,-117.04,33.03,16.0,2852.0,435.0,1083.0,448.0,63761.0,296200.0,True,False,False,False,False
15194,-117.01,32.99,8.0,3372.0,430.0,1536.0,448.0,84284.0,378300.0,True,False,False,False,False
15196,-117.09,32.91,9.0,2012.0,316.0,802.0,289.0,65706.0,255700.0,True,False,False,False,False
15197,-117.09,32.91,16.0,2005.0,266.0,827.0,270.0,70546.0,282200.0,True,False,False,False,False
15198,-117.09,32.9,16.0,1989.0,290.0,814.0,291.0,62714.99999999999,255100.0,True,False,False,False,False
15199,-117.1,32.9,16.0,2994.0,445.0,1047.0,437.0,51490.0,184300.0,True,False,False,False,False
15200,-117.11,32.9,16.0,2043.0,388.0,705.0,352.0,44766.0,161500.0,True,False,False,False,False
15201,-117.11,32.91,15.0,1840.0,235.0,855.0,241.0,75992.0,310600.0,True,False,False,False,False
15202,-117.08,32.91,16.0,1653.0,228.0,690.0,224.0,65853.0,248400.0,True,False,False,False,False
15203,-117.08,32.93,5.0,14944.0,2490.0,6600.0,2407.0,60857.0,308300.0,True,False,False,False,False
15204,-117.08,32.91,9.0,1547.0,218.0,683.0,231.0,75604.0,327900.0,True,False,False,False,False
15205,-117.07,33.01,5.0,5870.0,977.0,1917.0,842.0,51998.0,294100.0,True,False,False,False,False
15206,-117.06,33.01,9.0,2470.0,417.0,904.0,427.0,44219.0,209200.0,True,False,False,False,False
15207,-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,42500.0,281600.0,True,False,False,False,False
15208,-117.07,33.0,4.0,9153.0,1866.0,3775.0,1698.0,49550.0,241500.0,True,False,False,False,False
15209,-117.08,33.01,5.0,5659.0,931.0,2565.0,902.0,61948.99999999999,238700.0,True,False,False,False,False
15210,-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,51909.0,201400.0,True,False,False,False,False
15211,-117.09,32.99,18.0,3215.0,588.0,1618.0,509.0,46028.0,216800.0,True,False,False,False,False
15212,-117.09,32.98,23.0,1125.0,273.0,687.0,308.0,23182.0,268800.0,True,False,False,False,False
15213,-117.12,32.96,16.0,3050.0,559.0,1444.0,512.0,52463.0,156300.0,True,False,False,False,False
15214,-117.11,32.97,9.0,1531.0,242.0,850.0,240.0,60862.0,263600.0,True,False,False,False,False
15215,-117.1,33.0,5.0,15502.0,2613.0,7417.0,2358.0,59094.0,261100.0,True,False,False,False,False
15216,-117.11,32.95,11.0,4694.0,824.0,2223.0,783.0,49485.0,231800.0,True,False,False,False,False
15217,-117.12,32.95,8.0,3670.0,536.0,1723.0,592.0,63541.99999999999,218100.0,True,False,False,False,False
15218,-117.12,32.96,15.0,2869.0,405.0,1526.0,402.0,60175.0,238300.0,True,False,False,False,False
15219,-117.12,32.95,4.0,9018.0,1572.0,4438.0,1498.0,49880.00000000001,263700.0,True,False,False,False,False
15220,-117.08,32.97,3.0,17466.0,3336.0,7644.0,2895.0,54584.0,246500.0,True,False,False,False,False
15221,-117.06,32.97,17.0,4754.0,877.0,2412.0,832.0,43548.0,192300.0,True,False,False,False,False
15222,-117.25,33.06,6.0,9859.0,1448.0,4194.0,1401.0,64390.0,296200.0,False,False,False,False,True
15223,-117.25,33.05,16.0,2794.0,476.0,1387.0,442.0,43286.0,213400.0,False,False,False,False,True
15224,-117.26,33.05,14.0,2323.0,373.0,1057.0,372.0,62512.99999999999,240900.0,False,False,False,False,True
15225,-117.26,33.06,11.0,2660.0,352.0,1226.0,366.0,76832.0,319800.0,False,False,False,False,True
15226,-117.24,33.05,15.0,3029.0,555.0,1559.0,546.0,53129.0,169200.0,False,False,False,False,True
15227,-117.24,33.05,11.0,5827.0,882.0,2588.0,842.0,64027.0,344200.0,False,False,False,False,True
15228,-117.2,33.07,5.0,10394.0,1617.0,4496.0,1553.0,59288.99999999999,411300.0,False,False,False,False,True
15229,-117.16,33.06,16.0,1988.0,279.0,770.0,252.0,58661.0,404500.0,False,False,False,False,True
15239,-117.25,33.01,16.0,3892.0,520.0,1454.0,524.0,77317.0,396000.0,False,False,False,False,True
15240,-117.24,33.0,16.0,2512.0,356.0,795.0,353.0,75975.0,369100.0,False,False,False,False,True
15242,-117.25,32.99,10.0,4926.0,749.0,1478.0,634.0,74720.0,439900.0,False,False,False,False,True
15243,-117.25,33.0,14.0,2518.0,458.0,931.0,414.0,58393.0,485300.0,False,False,False,False,True
15244,-117.26,33.0,31.0,2695.0,491.0,1059.0,451.0,47840.99999999999,393500.0,False,False,False,False,True
15245,-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,51523.0,387800.0,False,False,False,False,True
15246,-117.31,33.0,30.0,1631.0,310.0,665.0,297.0,68443.0,492500.0,False,False,False,False,True
15247,-117.26,32.99,16.0,2127.0,512.0,1532.0,499.0,27348.0,231300.0,False,False,False,False,True
15248,-117.27,32.99,21.0,3318.0,578.0,1273.0,538.0,55922.0,382100.0,False,False,False,False,True
15249,-117.26,32.98,12.0,3900.0,977.0,1690.0,892.0,41250.0,226900.0,False,False,False,False,True
15250,-117.31,32.98,17.0,2789.0,648.0,849.0,345.0,41012.00000000001,244700.0,False,False,False,False,True
15251,-117.27,32.98,17.0,1853.0,392.0,351.0,208.0,52742.00000000001,230700.0,False,False,False,False,True
15252,-117.32,33.01,29.0,3584.0,712.0,1619.0,667.0,41250.0,394400.0,False,False,False,False,True
15253,-117.28,33.02,21.0,2736.0,585.0,1251.0,576.0,42356.0,347700.0,False,False,False,False,True
15254,-117.27,33.02,13.0,5723.0,1242.0,2450.0,1140.0,47179.0,376700.0,False,False,False,False,True
15255,-117.26,33.04,18.0,2229.0,346.0,1088.0,352.0,63525.0,278300.0,False,False,False,False,True
15256,-117.26,33.04,16.0,3109.0,450.0,1433.0,453.0,66319.0,269600.0,False,False,False,False,True
15257,-117.24,33.04,13.0,3498.0,663.0,1412.0,618.0,32120.000000000004,147600.0,False,False,False,False,True
15258,-117.25,33.03,6.0,3416.0,493.0,1319.0,467.0,69326.0,324600.0,False,False,False,False,True
15259,-117.27,33.03,25.0,1787.0,311.0,1108.0,311.0,39826.0,215800.0,False,False,False,False,True
15260,-117.27,33.03,16.0,2240.0,443.0,1104.0,416.0,35313.0,148700.0,False,False,False,False,True
15261,-117.26,33.02,9.0,4632.0,759.0,1724.0,685.0,63712.0,369800.0,False,False,False,False,True
15262,-117.27,33.03,19.0,2899.0,499.0,1356.0,512.0,48700.0,220900.0,False,False,False,False,True
15263,-117.27,33.02,21.0,2144.0,340.0,928.0,344.0,57980.0,286100.0,False,False,False,False,True
15264,-117.29,33.05,28.0,1146.0,338.0,672.0,292.0,31667.0,300000.0,False,False,False,False,True
15265,-117.28,33.04,12.0,4459.0,928.0,2471.0,888.0,35179.0,252700.0,False,False,False,False,True
15266,-117.27,33.04,27.0,1839.0,392.0,1302.0,404.0,35500.0,214600.0,False,False,False,False,True
15267,-117.29,33.04,30.0,2750.0,555.0,1281.0,520.0,47333.0,286900.0,False,False,False,False,True
15268,-117.33,33.03,31.0,1171.0,321.0,603.0,267.0,28611.0,314300.0,False,False,False,False,True
15269,-117.3,33.07,14.0,2670.0,426.0,1034.0,407.0,64246.99999999999,295100.0,False,False,False,False,True
15270,-117.29,33.08,18.0,3225.0,515.0,1463.0,476.0,57787.0,346700.0,False,False,False,False,True
15271,-117.27,33.08,7.0,2949.0,447.0,1335.0,426.0,60922.0,342400.0,False,False,False,False,True
15272,-117.29,33.06,20.0,2110.0,335.0,1008.0,325.0,61509.0,338700.0,False,False,False,False,True
15273,-117.28,33.06,8.0,4172.0,1022.0,2585.0,941.0,40118.0,245800.0,False,False,False,False,True
15274,-117.27,33.06,7.0,3686.0,733.0,1612.0,672.0,31970.0,367100.0,False,False,False,False,True
15275,-117.27,33.05,15.0,3333.0,808.0,1371.0,737.0,29083.0,122400.0,False,False,False,False,True
15276,-117.3,33.08,24.0,2628.0,527.0,1389.0,520.0,40000.0,343200.0,False,False,False,False,True
15277,-117.34,33.06,17.0,2718.0,518.0,815.0,403.0,43182.0,357100.0,False,False,False,False,True
15278,-117.31,33.07,21.0,2035.0,534.0,948.0,467.0,32984.0,369400.0,False,False,False,False,True
15279,-117.3,33.07,16.0,3147.0,765.0,2165.0,690.0,35585.0,284800.0,False,False,False,False,True
15280,-117.3,33.06,24.0,2171.0,511.0,870.0,442.0,31940.0,276300.0,False,False,False,False,True
15281,-117.3,33.06,31.0,2128.0,520.0,1049.0,485.0,40270.0,290000.0,False,False,False,False,True
15282,-117.3,33.05,34.0,1797.0,458.0,775.0,391.0,32308.0,331300.0,False,False,False,False,True
15283,-117.33,33.17,11.0,10923.0,2041.0,4773.0,1858.0,40791.00000000001,281300.0,False,False,False,False,True
15284,-117.34,33.16,31.0,2851.0,458.0,1286.0,467.0,45694.0,243700.0,False,False,False,False,True
15285,-117.33,33.16,29.0,3559.0,552.0,1533.0,545.0,40585.00000000001,245500.0,False,False,False,False,True
15286,-117.32,33.15,15.0,13245.0,2212.0,5495.0,2060.0,54904.0,262100.0,False,False,False,False,True
15287,-117.32,33.12,25.0,2670.0,527.0,936.0,461.0,27717.0,354000.0,False,False,False,False,True
15289,-117.29,33.13,4.0,617.0,105.0,224.0,105.0,39205.0,183000.0,False,False,False,False,True
15290,-117.31,33.11,7.0,7974.0,1703.0,2904.0,1550.0,41282.0,188100.0,False,False,False,False,True
15291,-117.29,33.12,4.0,1380.0,322.0,755.0,286.0,47961.0,168800.0,False,False,False,False,True
15292,-117.29,33.1,6.0,6091.0,1018.0,2064.0,957.0,51837.0,259800.0,False,False,False,False,True
15293,-117.28,33.1,13.0,2644.0,422.0,1197.0,399.0,65338.0,267900.0,False,False,False,False,True
15294,-117.35,33.17,16.0,4595.0,1341.0,2849.0,1197.0,24780.000000000004,185600.0,False,False,False,False,True
15295,-117.34,33.16,24.0,1006.0,277.0,610.0,246.0,22500.0,187500.0,False,False,False,False,True
15296,-117.34,33.15,19.0,5710.0,1423.0,4163.0,1406.0,30306.000000000004,178500.0,False,False,False,False,True
15298,-117.35,33.16,10.0,1684.0,515.0,902.0,449.0,37891.0,206300.0,False,False,False,False,True
15299,-117.34,33.15,17.0,4505.0,1140.0,2111.0,1062.0,33536.0,283300.0,False,False,False,False,True
15300,-117.36,33.18,26.0,5550.0,1153.0,2372.0,1058.0,25509.0,181800.0,False,False,False,False,True
15301,-117.36,33.18,39.0,1546.0,291.0,833.0,308.0,28893.0,185400.0,False,False,False,False,True
15302,-117.35,33.17,36.0,1977.0,423.0,812.0,387.0,36250.0,198000.0,False,False,False,False,True
15304,-117.37,33.18,19.0,1931.0,509.0,855.0,394.0,26979.000000000004,266700.0,False,False,False,False,True
15305,-117.37,33.19,23.0,4104.0,1274.0,4729.0,1187.0,18214.0,173800.0,False,False,False,False,True
15306,-117.37,33.19,33.0,2205.0,453.0,1138.0,439.0,28819.0,208600.0,False,False,False,False,True
15307,-117.37,33.19,18.0,975.0,382.0,650.0,286.0,19562.0,192500.0,False,False,False,False,True
15308,-117.37,33.19,38.0,861.0,213.0,486.0,204.0,41875.0,185000.0,False,False,False,False,True
15309,-117.38,33.19,35.0,928.0,264.0,538.0,248.0,24583.0,197900.0,False,False,False,False,True
15310,-117.38,33.14,14.0,5039.0,1373.0,1298.0,696.0,32090.0,313300.0,False,False,False,False,True
15311,-117.38,33.19,26.0,4123.0,1145.0,1703.0,895.0,19891.0,500000.0,False,False,False,False,True
15312,-117.38,33.2,17.0,1877.0,581.0,1288.0,426.0,19386.0,106300.0,False,False,False,False,True
15313,-117.37,33.2,19.0,928.0,317.0,845.0,319.0,16318.0,187500.0,False,False,False,False,True
15314,-117.38,33.19,17.0,353.0,112.0,359.0,118.0,15625.0,162500.0,False,False,False,False,True
15315,-117.38,33.2,26.0,1427.0,386.0,974.0,317.0,13903.000000000002,184400.0,False,False,False,False,True
15316,-117.36,33.2,19.0,1926.0,557.0,1190.0,483.0,13269.0,166100.0,False,False,False,False,True
15317,-117.36,33.2,19.0,2129.0,562.0,1323.0,525.0,29539.0,169900.0,False,False,False,False,True
15318,-117.36,33.2,26.0,2447.0,482.0,1405.0,486.0,32917.0,150800.0,False,False,False,False,True
15319,-117.35,33.2,23.0,3297.0,728.0,1793.0,622.0,25754.0,169700.0,False,False,False,False,True
15320,-117.35,33.21,24.0,1586.0,262.0,912.0,298.0,42500.0,150300.0,False,False,False,False,True
15321,-117.34,33.21,23.0,2062.0,376.0,1302.0,379.0,40109.0,145700.0,False,False,False,False,True
15322,-117.35,33.2,32.0,1251.0,220.0,700.0,232.0,39875.0,142900.0,False,False,False,False,True
15323,-117.34,33.21,12.0,5963.0,1372.0,3015.0,1124.0,27386.0,216100.0,False,False,False,False,True
15324,-117.35,33.19,28.0,2823.0,476.0,1189.0,433.0,51733.0,198100.0,False,False,False,False,True
15325,-117.34,33.19,23.0,3546.0,553.0,1533.0,518.0,52760.0,224500.0,False,False,False,False,True
15326,-117.33,33.19,15.0,3672.0,845.0,1827.0,796.0,29716.0,173600.0,False,False,False,False,True
15327,-117.34,33.19,19.0,3575.0,525.0,1654.0,559.0,57409.0,274100.0,False,False,False,False,True
15328,-117.29,33.24,5.0,3109.0,634.0,1823.0,578.0,31875.0,153800.0,True,False,False,False,False
15329,-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,27650.0,98500.0,True,False,False,False,False
15330,-117.32,33.23,24.0,2580.0,604.0,982.0,569.0,16402.0,169300.0,False,False,False,False,True
15331,-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,40469.0,162400.0,True,False,False,False,False
15332,-117.32,33.22,15.0,4784.0,1039.0,1810.0,986.0,24375.0,108900.0,False,False,False,False,True
15333,-117.33,33.22,21.0,2868.0,602.0,855.0,559.0,27846.000000000004,91200.0,False,False,False,False,True
15334,-117.32,33.22,16.0,1057.0,232.0,316.0,221.0,27416.999999999996,91700.0,False,False,False,False,True
15335,-117.33,33.21,17.0,1246.0,300.0,424.0,288.0,22881.999999999996,85800.0,False,False,False,False,True
15336,-117.3,33.22,4.0,14960.0,2988.0,6666.0,2612.0,37568.0,184100.0,False,False,False,False,True
15337,-117.31,33.19,11.0,20944.0,3753.0,8738.0,3441.0,43762.0,215500.0,False,False,False,False,True
15338,-117.29,33.2,16.0,2150.0,461.0,1428.0,407.0,24754.0,157300.0,False,False,False,False,True
15339,-117.31,33.18,16.0,1835.0,430.0,599.0,399.0,20147.0,87700.0,False,False,False,False,True
15340,-117.29,33.19,18.0,6235.0,1233.0,4127.0,1162.0,30703.999999999996,151600.0,False,False,False,False,True
15341,-117.28,33.2,20.0,4835.0,854.0,2983.0,834.0,43428.00000000001,152100.0,False,False,False,False,True
15342,-117.37,33.22,35.0,2204.0,482.0,1435.0,462.0,36760.0,125600.0,False,False,False,False,True
15343,-117.35,33.23,4.0,1837.0,287.0,934.0,277.0,38958.0,189800.0,False,False,False,False,True
15344,-117.35,33.21,18.0,2971.0,606.0,2051.0,493.0,26750.0,117100.0,False,False,False,False,True
15345,-117.38,33.21,31.0,1502.0,367.0,1514.0,342.0,26442.0,103300.0,False,False,False,False,True
15346,-117.37,33.2,29.0,1315.0,311.0,1425.0,306.0,20272.0,99600.0,False,False,False,False,True
15347,-117.28,33.28,13.0,6131.0,1040.0,4049.0,940.0,38156.0,150700.0,True,False,False,False,False
15348,-117.25,33.3,14.0,2513.0,351.0,1151.0,357.0,63054.0,359000.0,True,False,False,False,False
15349,-117.26,33.26,9.0,4609.0,798.0,2582.0,746.0,43429.0,173900.0,True,False,False,False,False
15350,-117.3,33.26,23.0,1678.0,275.0,1227.0,264.0,41712.99999999999,133800.0,True,False,False,False,False
15351,-117.3,33.25,22.0,2329.0,419.0,1456.0,381.0,37933.0,131000.0,True,False,False,False,False
15352,-117.31,33.25,14.0,3483.0,764.0,2140.0,687.0,31250.0,102300.0,True,False,False,False,False
15353,-117.31,33.25,13.0,3075.0,630.0,1843.0,674.0,28558.0,97100.0,True,False,False,False,False
15354,-117.32,33.25,7.0,2499.0,420.0,1314.0,398.0,48500.0,186900.0,True,False,False,False,False
15355,-117.32,33.25,7.0,8206.0,1523.0,4399.0,1423.0,36301.0,170900.0,True,False,False,False,False
15356,-117.34,33.23,11.0,3737.0,757.0,2212.0,727.0,31062.0,141000.0,False,False,False,False,True
15357,-117.33,33.23,15.0,2919.0,592.0,1130.0,579.0,25872.0,155600.0,False,False,False,False,True
15358,-117.33,33.23,15.0,1905.0,416.0,1258.0,388.0,33300.0,127900.0,False,False,False,False,True
15359,-117.33,33.24,13.0,4543.0,881.0,2298.0,870.0,29386.0,143400.0,False,False,False,False,True
15361,-117.24,33.34,17.0,2866.0,442.0,1354.0,431.0,45763.99999999999,257300.0,True,False,False,False,False
