,Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Churn Value,CLTV,Churn Category,Churn Reason,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction
5459,6728-WYQBC,No,0,1,Offer E,Yes,2.29,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,20.95,0.0,0.0,2.29,Male,52,No,No,No,No,0,Escondido,92027,33.141265,-116.967221,48690,0,2285,,,0,0,
5460,7216-KAOID,Yes,8,41,Offer B,Yes,39.53,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.5,798.2,0.0,0.0,1620.73,Male,27,Yes,No,Yes,Yes,1,Santa Rosa,95401,38.460517,-122.790335,36125,0,2446,,,1,0,
5461,6145-NNPNO,No,0,1,Offer E,Yes,9.82,No,Yes,DSL,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.15,44.15,0.0,0.0,9.82,Female,45,No,No,No,No,0,Santa Rosa,95404,38.526941,-122.709096,35057,0,3103,,,0,0,
5462,5339-TJFEK,Yes,8,62,Offer B,Yes,14.75,Yes,Yes,Fiber Optic,52,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.5,6487.2,0.0,3373.0,914.5,Male,22,Yes,No,Yes,Yes,1,Santa Rosa,95407,38.394091,-122.739814,30876,0,4271,,,0,0,
5463,2074-GUHPQ,No,0,17,,Yes,49.78,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,92.7,1556.85,0.0,0.0,846.26,Female,37,No,No,No,Yes,2,Albion,95410,39.225694,-123.717354,1054,0,2347,,,2,0,
5464,4625-XMOYM,Yes,8,72,,Yes,2.57,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,26.25,1988.05,0.0,0.0,185.04,Female,37,No,No,Yes,Yes,1,Annapolis,95412,38.731055,-123.316553,747,0,5098,,,0,0,
5465,5827-MWCZK,Yes,4,56,Offer B,Yes,23.52,Yes,Yes,Cable,53,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,96.95,5432.2,0.0,2879.0,1317.12,Male,39,No,No,Yes,Yes,3,Boonville,95415,39.025867,-123.381544,1374,0,6484,,,1,0,5.0
5466,1385-TQOZW,No,0,9,Offer E,Yes,45.99,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,147.55,0.0,0.0,413.91,Female,32,No,No,No,No,0,Branscomb,95417,39.710591,-123.682799,176,0,2392,,,0,0,
5467,5914-XRFQB,No,0,72,,Yes,43.12,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.8,8424.9,0.0,505.0,3104.64,Male,58,No,No,Yes,No,0,Caspar,95420,39.361283,-123.784599,333,0,6479,,,0,0,
5468,4329-YPDDQ,No,0,20,,Yes,16.05,No,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,108.2,2203.7,0.0,397.0,321.0,Male,40,No,No,No,No,0,Cazadero,95421,38.578807,-123.19338,1575,0,2102,,,0,0,
5469,4804-NCPET,Yes,3,19,,Yes,31.7,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,387.4,0.0,0.0,602.3,Male,32,No,No,Yes,Yes,3,Clearlake,95422,38.965804,-122.631779,13485,0,4821,,,0,0,
5470,5944-UGLLK,No,0,53,Offer B,No,0.0,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.9,3045.75,0.0,0.0,0.0,Male,62,No,No,No,No,0,Cloverdale,95425,38.801936,-122.938935,9210,0,5677,,,2,0,
5471,7787-BNTZM,No,0,6,,Yes,6.93,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,130.5,0.0,0.0,41.58,Male,56,No,No,No,No,0,Comptche,95427,39.239818,-123.565432,371,0,5761,,,2,0,5.0
5472,2252-ISRNH,Yes,9,9,Offer E,Yes,30.46,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,90.35,767.9,0.0,630.0,274.14,Male,22,Yes,No,Yes,Yes,3,Covelo,95428,39.83307,-123.178765,2296,0,2993,,,2,0,
5473,9415-TPKRV,Yes,1,8,Offer E,Yes,12.41,Yes,Yes,Cable,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.75,446.8,0.0,0.0,99.28,Female,62,No,No,Yes,Yes,3,Dos Rios,95429,39.756049,-123.358701,91,0,5681,,,0,0,
5474,5322-TEUJK,Yes,5,71,,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8100.25,0.0,0.0,348.61,Female,45,No,No,Yes,Yes,3,Duncans Mills,95430,38.445603,-123.063756,187,0,4071,,,2,0,
5475,1866-DIOQZ,Yes,10,71,,No,0.0,No,Yes,DSL,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,66.8,4689.15,0.0,3986.0,0.0,Female,23,Yes,No,Yes,No,0,Forestville,95436,38.499302,-122.92444,6216,0,4698,,,1,0,4.0
5476,8375-KVTHK,Yes,1,68,,Yes,49.51,No,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.3,6754.35,0.0,203.0,3366.68,Male,43,No,No,Yes,No,0,Fort Bragg,95437,39.455555,-123.683979,14417,0,5757,,,2,0,
5477,2697-NQBPF,No,0,34,,Yes,28.0,Yes,Yes,Cable,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,3540.65,0.0,0.0,952.0,Male,51,No,No,No,No,0,Fulton,95439,38.493888,-122.777141,476,0,5503,,,0,0,
5478,3709-OIJEA,No,0,26,,Yes,29.72,No,Yes,Fiber Optic,11,No,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,85.2,2184.6,0.0,240.0,772.72,Male,51,No,No,No,No,0,Geyserville,95441,38.731771,-123.064272,2349,0,5156,,,2,0,5.0
5479,1386-ZIKUV,No,0,7,Offer E,Yes,33.18,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,130.55,0.0,0.0,232.26,Male,42,No,No,No,No,0,Glenhaven,95443,39.045246,-122.743181,175,0,4097,,,1,0,
5480,0599-XNYDO,No,0,20,,Yes,43.49,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1540.35,0.0,0.0,869.8000000000001,Female,51,No,No,Yes,No,0,Graton,95444,38.434362,-122.86891,390,0,5456,,,2,0,5.0
5481,6377-WHAOX,Yes,5,60,Offer B,Yes,9.98,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,6411.25,0.0,0.0,598.8000000000001,Female,48,No,No,Yes,No,0,Gualala,95445,38.848082,-123.50608,1916,0,4115,,,1,0,
5482,6855-VLGOS,Yes,5,72,,Yes,37.11,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.55,1432.55,0.0,0.0,2671.92,Male,51,No,No,Yes,Yes,1,Guerneville,95446,38.52576,-123.013347,4913,0,5809,,,1,0,5.0
5483,8746-OQQRW,No,0,4,Offer E,Yes,3.69,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.25,101.9,0.0,0.0,14.76,Male,64,No,No,No,No,0,Hopland,95449,38.93706,-123.118111,1373,0,3962,,,2,1,5.0
5484,3181-MIZBN,Yes,2,16,,Yes,31.99,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,313.4,0.0,0.0,511.84,Male,40,No,No,Yes,Yes,1,Jenner,95450,38.505995,-123.187019,438,0,3677,,,0,0,
5485,7766-CLTIC,No,0,10,,Yes,8.35,No,Yes,DSL,29,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.95,629.55,0.0,0.0,83.5,Female,58,No,No,No,No,0,Kenwood,95452,38.419525,-122.521585,1653,0,4323,,,0,0,
5486,5650-YLIBA,No,0,31,,Yes,42.05,Yes,Yes,Cable,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15,2640.55,0.0,0.0,1303.55,Male,60,No,No,No,No,0,Lakeport,95453,39.080469,-122.955176,11180,0,3031,,,0,0,
5487,0825-CPPQH,Yes,2,71,,Yes,39.44,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.1,1372.45,0.0,0.0,2800.24,Female,26,Yes,No,Yes,No,0,Laytonville,95454,39.806141,-123.531098,2706,0,4241,,,0,0,
5488,9084-OAYKL,No,0,58,Offer B,Yes,49.02,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.8,1212.25,0.0,0.0,2843.1600000000003,Male,29,Yes,No,No,No,0,Little River,95456,39.245911,-123.77214,882,0,4758,,,1,1,
5489,6122-LJADA,Yes,7,70,,Yes,2.5,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.15,6237.05,0.0,81.08,175.0,Male,31,No,No,Yes,Yes,1,Lower Lake,95457,38.925545,-122.549083,2644,0,5824,,,0,0,
5490,2400-XIWIO,Yes,2,71,,Yes,22.33,Yes,Yes,DSL,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,90.1,6310.9,0.0,4481.0,1585.4299999999998,Female,30,No,No,Yes,No,0,Lucerne,95458,39.141934,-122.770679,3002,0,5054,,,1,0,
5491,7569-NMZYQ,Yes,1,72,,Yes,41.14,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.75,8672.45,0.0,0.0,2962.08,Female,33,No,No,Yes,Yes,3,Middletown,95461,38.787446,-122.58675,7789,0,5475,,,1,0,
5492,5201-USSQZ,Yes,1,26,,Yes,42.26,No,Yes,Cable,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.9,2196.45,0.0,0.0,1098.76,Female,56,No,No,Yes,No,0,Monte Rio,95462,38.471049,-123.015549,1537,0,4038,,,0,0,
5493,2105-PHWON,Yes,1,33,,Yes,10.34,Yes,Yes,DSL,22,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.0,3008.15,0.0,0.0,341.22,Female,41,No,No,Yes,No,0,Navarro,95463,39.182916,-123.552571,148,0,4639,,,0,0,
5494,1494-EJZDW,Yes,1,10,,Yes,18.62,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,220.8,0.0,0.0,186.2,Female,51,No,No,Yes,Yes,3,Nice,95464,39.12334,-122.838198,2223,0,2836,,,1,0,
5495,8003-EWNDZ,No,0,10,,Yes,10.46,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.2,222.65,0.0,0.0,104.6,Female,52,No,No,No,No,0,Philo,95466,39.094102,-123.500853,1113,0,2066,,,0,0,
5496,1897-RCFUM,Yes,1,39,,Yes,5.88,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.2,914.6,0.0,0.0,229.32,Female,31,No,No,Yes,Yes,2,Point Arena,95468,38.911299,-123.609588,1352,0,3109,,,2,0,3.0
5497,9256-JTBNZ,No,0,11,,Yes,48.92,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.3,246.3,0.0,0.0,538.12,Female,40,No,No,No,No,0,Potter Valley,95469,39.408634,-123.045516,1884,0,4188,,,1,0,3.0
5498,2211-RMNHO,Yes,1,68,,Yes,25.16,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,85.3,5560.0,0.0,1446.0,1710.88,Female,36,No,No,Yes,Yes,2,Rio Nido,95471,38.522328,-122.97932,298,0,4732,,,1,0,
5499,2432-TFSMK,No,0,18,,Yes,34.78,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,89.6,1633.0,0.0,0.0,626.04,Male,43,No,No,No,No,0,Sebastopol,95472,38.398815,-122.861923,31266,0,2269,,,0,0,
5500,4929-ROART,No,0,18,,Yes,33.8,Yes,Yes,Fiber Optic,17,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.25,969.85,0.0,0.0,608.4,Male,47,No,No,No,No,0,Ukiah,95482,39.134075,-123.23422,30988,0,2277,,,0,0,
5501,1834-ABKHQ,Yes,2,52,Offer B,Yes,10.03,No,Yes,Fiber Optic,29,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,50.95,2610.65,0.0,0.0,521.56,Female,59,No,No,Yes,Yes,2,Upper Lake,95485,39.220368,-122.907693,2344,0,4298,,,1,0,
5502,1741-WTPON,Yes,8,56,Offer B,Yes,40.86,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.85,6567.9,0.0,0.0,2288.16,Male,42,No,No,Yes,Yes,3,Westport,95488,39.724433,-123.767578,309,0,4937,,,1,1,
5503,3932-IJWDZ,No,0,45,Offer B,Yes,24.75,Yes,Yes,DSL,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,4747.85,0.0,0.0,1113.75,Male,51,No,No,No,No,0,Willits,95490,39.492046,-123.375818,13472,0,2183,,,2,0,
5504,1240-HCBOH,No,0,67,,Yes,43.3,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.1,1759.55,0.0,0.0,2901.1,Female,45,No,No,No,No,0,Windsor,95492,38.527297,-122.810044,23701,0,6466,,,0,0,
5505,3594-KADLU,Yes,3,3,Offer E,No,0.0,No,Yes,Fiber Optic,25,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,35.1,101.1,0.0,0.0,0.0,Male,33,No,No,Yes,No,0,Witter Springs,95493,39.222323,-122.985488,240,0,3610,,,2,0,3.0
5506,3796-ENZGF,Yes,2,63,,Yes,48.14,Yes,Yes,Cable,28,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,67.25,4234.15,0.0,1186.0,3032.82,Male,52,No,No,Yes,No,0,The Sea Ranch,95497,38.696659,-123.436861,752,0,6438,,,2,0,4.0
5507,1734-ZMNTZ,Yes,1,11,,Yes,15.04,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,300.7,0.0,0.0,165.44,Female,50,No,No,Yes,Yes,2,Eureka,95501,40.796621,-124.15428,23224,0,5409,,,2,0,4.0
5508,2853-CWQFQ,No,0,1,,Yes,41.39,No,Yes,Fiber Optic,48,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,59.55,59.55,0.0,0.0,41.39,Male,20,Yes,No,No,Yes,1,Eureka,95503,40.737431,-124.108897,23570,0,5824,,,0,0,
5509,0813-TAXXS,No,0,55,,Yes,26.3,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,77.8,4323.35,0.0,994.0,1446.5,Male,48,No,No,No,No,0,Alderpoint,95511,40.166028,-123.584144,261,0,6483,,,0,0,
5510,2519-TWKFS,Yes,2,25,,Yes,47.1,Yes,Yes,Cable,25,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.1,1466.1,0.0,0.0,1177.5,Male,34,No,No,Yes,Yes,1,Blocksburg,95514,40.309088,-123.668201,199,0,2499,,,1,0,
5511,0626-QXNGV,Yes,7,72,,Yes,37.98,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.15,1776.45,0.0,0.0,2734.56,Female,55,No,No,Yes,No,0,Arcata,95521,40.839958,-124.003757,19596,0,5613,,,0,0,
5512,6723-CEGQI,No,0,65,,No,0.0,No,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.25,2933.95,0.0,73.35,0.0,Female,33,No,No,No,Yes,2,Bayside,95524,40.825486,-124.049485,1689,0,5712,,,0,0,
5513,4732-RRJZC,Yes,9,7,,Yes,39.98,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,144.35,0.0,0.0,279.86,Male,31,No,No,Yes,Yes,1,Bridgeville,95526,40.372532,-123.525626,695,0,4954,,,1,0,
5514,9499-XPZXM,Yes,7,72,,Yes,15.23,Yes,Yes,Cable,26,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,64.75,4804.75,0.0,1249.0,1096.56,Female,45,No,No,Yes,No,0,Burnt Ranch,95527,40.854512,-123.450097,485,0,4675,,,1,0,
5515,4338-EYCER,Yes,4,21,,Yes,17.19,No,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,54.6,1125.2,0.0,124.0,360.99,Male,57,No,No,Yes,No,0,Carlotta,95528,40.497283,-123.93037,1072,0,5763,,,0,0,
5516,3007-FDPEA,No,0,2,,Yes,13.89,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,0.0,0.0,27.78,Female,28,Yes,No,No,No,0,Fallbrook,92028,33.362575,-117.299644,42239,0,2107,,,0,0,
5517,8513-OLYGY,Yes,8,72,,Yes,27.59,Yes,Yes,DSL,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.8,8332.15,0.0,0.0,1986.48,Male,50,No,No,Yes,No,0,Fortuna,95540,40.584991,-124.121504,12241,0,5130,,,1,0,
5518,0311-QYWSS,No,0,6,,Yes,39.16,No,Yes,Fiber Optic,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0.0,0.0,234.96,Female,63,No,No,No,No,0,Garberville,95542,40.057784,-123.679461,2423,0,3672,,,1,0,
5519,8705-DWKTI,No,0,52,,Yes,5.92,No,Yes,Cable,23,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,83.8,4331.4,0.0,996.0,307.84,Male,58,No,No,No,No,0,Gasquet,95543,41.867908,-123.794144,532,0,6339,,,0,0,
5520,3680-CTHUH,No,0,60,,Yes,44.24,Yes,Yes,Cable,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,116.6,7049.5,0.0,3666.0,2654.4,Male,22,Yes,No,No,No,0,Kneeland,95549,40.664483,-123.865325,264,0,5680,,,2,0,
5521,1202-KKGFU,Yes,4,12,Offer D,Yes,23.99,No,Yes,Fiber Optic,51,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,690.5,0.0,0.0,287.88,Female,24,Yes,No,Yes,No,0,Korbel,95550,40.7666,-123.80458,155,0,4474,,,1,0,4.0
5522,6112-KTHFQ,No,0,13,Offer D,Yes,21.36,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.3,279.3,0.0,0.0,277.68,Female,50,No,No,No,No,0,Loleta,95551,40.665952,-124.240051,1447,0,5917,,,1,0,
5523,1852-XEMDW,No,0,22,Offer D,Yes,43.78,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,65.05,1427.55,0.0,0.0,963.16,Male,20,Yes,No,No,No,0,Mad River,95552,40.390301,-123.412327,265,0,4709,,,1,0,4.0
5524,1820-DJFPH,Yes,4,72,,Yes,48.29,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.05,1709.15,0.0,0.0,3476.88,Female,59,No,No,Yes,Yes,3,Orick,95555,41.336354,-124.044354,494,0,4755,,,2,0,
5525,9426-SXNHE,No,0,2,,Yes,4.92,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.75,53.15,0.0,0.0,9.84,Female,23,Yes,No,No,No,0,Orleans,95556,41.269521,-123.546958,574,0,5355,,,3,1,
5526,9068-FHQHD,Yes,1,40,,Yes,3.01,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,777.35,0.0,0.0,120.4,Female,42,No,No,Yes,Yes,3,Petrolia,95558,40.274302,-124.210902,300,0,3556,,,1,1,5.0
5527,1269-FOYWN,Yes,2,44,,Yes,36.86,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.0,860.85,0.0,0.0,1621.84,Male,23,Yes,No,Yes,Yes,3,Phillipsville,95559,40.184094,-123.745487,163,0,3743,,,0,0,
5528,9895-VFOXH,No,0,1,,No,0.0,No,Yes,DSL,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,24.4,24.4,0.0,0.0,0.0,Female,19,Yes,No,No,No,0,Scotia,95565,40.440636,-124.098739,1125,0,5092,,,0,0,
5529,1230-QAJDW,No,0,3,,Yes,42.68,Yes,Yes,Fiber Optic,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,209.9,0.0,0.0,128.04,Male,32,No,No,No,No,0,Somes Bar,95568,41.444606,-123.471895,202,0,2562,,,2,2,5.0
5530,5701-ZIKJE,No,0,13,Offer D,Yes,33.95,No,Yes,Fiber Optic,59,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,50.55,610.75,0.0,0.0,441.35,Male,28,Yes,No,No,No,0,Redcrest,95569,40.363446,-123.835041,400,0,5530,,,0,0,
5531,5032-MIYKT,No,0,1,,Yes,38.81,No,Yes,DSL,52,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,70.7,70.7,0.0,0.0,38.81,Female,19,Yes,No,No,No,0,Weott,95571,40.310119,-123.909449,270,0,4056,,,3,0,
5532,7396-VJUZB,Yes,8,4,Offer E,Yes,35.09,No,Yes,DSL,30,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.25,155.35,0.0,47.0,140.36,Male,33,No,No,Yes,Yes,2,Willow Creek,95573,40.949012,-123.655847,1666,0,2776,,,1,0,5.0
5533,9717-QEBGU,No,0,2,Offer E,Yes,1.57,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,144.0,0.0,0.0,3.14,Male,51,No,No,No,No,0,Leggett,95585,39.873371,-123.741474,321,0,2980,,,1,0,
5534,5172-RKOCB,No,0,72,,Yes,21.26,Yes,Yes,Cable,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875.0,0.0,0.0,1530.72,Male,28,Yes,No,Yes,No,0,Piercy,95587,39.955587,-123.681175,200,0,5758,,,1,0,4.0
5535,6509-TSGWN,Yes,1,37,,Yes,31.83,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,911.6,0.0,0.0,1177.71,Female,42,No,No,Yes,Yes,2,Fallbrook,92028,33.362575,-117.299644,42239,0,5359,,,1,0,4.0
5536,3178-CIFOT,No,0,23,Offer D,Yes,10.41,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.65,478.1,0.0,0.0,239.43,Female,34,No,No,No,No,0,Amador City,95601,38.431407,-120.8421,222,0,5916,,,0,0,
5537,4530-NDRKU,Yes,4,42,,Yes,34.66,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.05,761.85,0.0,0.0,1455.7199999999998,Female,31,No,No,Yes,Yes,3,Auburn,95603,38.912881,-121.082766,24944,0,5091,,,1,0,4.0
5538,5985-TBABQ,No,0,32,Offer C,Yes,33.45,Yes,Yes,Fiber Optic,5,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2282.95,0.0,0.0,1070.4,Female,45,No,No,No,No,0,West Sacramento,95605,38.592745,-121.540036,12756,0,2830,,,1,0,
5539,9800-ONTFE,Yes,3,22,Offer D,Yes,4.67,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,1615.1,0.0,937.0,102.74,Female,59,No,No,Yes,Yes,3,Brooks,95606,38.809804,-122.241383,382,0,4479,,,0,0,
5540,6743-HHQPF,Yes,5,42,,No,0.0,No,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,25.1,1097.15,0.0,647.0,0.0,Male,26,Yes,No,Yes,No,0,Capay,95607,38.681651,-122.130569,262,0,4959,,,2,0,
5541,8455-HIRAQ,No,0,8,,Yes,10.91,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,369.3,0.0,5.91,87.28,Female,56,No,No,No,No,0,Carmichael,95608,38.626128,-121.328011,58830,0,4909,,,0,0,
5542,6616-AALSR,Yes,5,65,,Yes,13.17,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.3,6725.3,0.0,3968.0,856.05,Female,23,Yes,No,Yes,Yes,1,Citrus Heights,95610,38.69508,-121.271616,43718,0,4997,,,1,0,3.0
5543,9415-ZNBSX,Yes,3,70,,Yes,33.24,Yes,Yes,Cable,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,6293.2,0.0,0.0,2326.8,Female,30,No,No,Yes,Yes,1,Cool,95614,38.880622,-120.973865,3674,0,5650,,,0,0,
5544,4018-KJYUY,No,0,22,Offer D,Yes,34.07,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,432.5,0.0,0.0,749.54,Male,43,No,No,No,Yes,2,Courtland,95615,38.311609,-121.554034,699,0,2722,,,3,0,
5545,3884-UEBXB,Yes,5,67,,No,0.0,No,Yes,DSL,15,Yes,Yes,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,36.15,2434.45,0.0,365.0,0.0,Female,58,No,No,Yes,Yes,1,Diamond Springs,95619,38.683605,-120.811852,4426,0,6314,,,0,0,
5546,8780-RSYYU,No,0,25,Offer C,Yes,6.0,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.2,532.1,0.0,0.0,150.0,Female,42,No,No,No,No,0,Dixon,95620,38.392821,-121.799917,18529,0,2159,,,2,0,
